title,content,text
Ngành Kỹ thuật Y sinh (AUN-QA),"Được trang bị các kiến thức về khoa học cơ bản và chuyên ngành Kỹ thuật y sinh: Ngôn ngữ lập trình, Hệ thống nhúng, Xử lý tín hiệu y sinh, An toàn trong y tế, Vi xử lý, Cảm biến y sinh, Xử lý ảnh y sinh, Trang thiết bị y tế, …
Cơ hội việc làm: Thiết kế, thi công và vận hành trang thiết bị y tế, thiết bị hỗ trợ phục vụ cho y tế; tư vấn, thiết kế, xây dựng hệ thống trang thiết bị y tế cho các cơ sở thăm khám, chăm sóc sức khỏe, bệnh viện.
","Ngành Kỹ thuật Y sinh (AUN-QA) - Được trang bị các kiến thức về khoa học cơ bản và chuyên ngành Kỹ thuật y sinh: Ngôn ngữ lập trình, Hệ thống nhúng, Xử lý tín hiệu y sinh, An toàn trong y tế, Vi xử lý, Cảm biến y sinh, Xử lý ảnh y sinh, Trang thiết bị y tế, …
Cơ hội việc làm: Thiết kế, thi công và vận hành trang thiết bị y tế, thiết bị hỗ trợ phục vụ cho y tế; tư vấn, thiết kế, xây dựng hệ thống trang thiết bị y tế cho các cơ sở thăm khám, chăm sóc sức khỏe, bệnh viện.
"
Ngành Công nghệ Kỹ thuật điều khiển và tự động hóa (AUN-QA),"Trang bị kiến thức về khoa học cơ bản và chuyên ngành Tự động hóa; có khả năng thiết kế và thi công, vận hành, sửa chữa, nâng cấp các hệ thống sản xuất tự động trong công nghiệp. 
Cơ hội việc làm: Sinh viên tốt nghiệp có thể vận hành, thiết kế, nâng cấp các hệ thống sản xuất tự động tại các công ty, nhà máy; Giảng dạy, nghiên cứu tại các Viện, các trường Đại học, Cao đẳng, Trung cấp Chuyên nghiệp.","Ngành Công nghệ Kỹ thuật điều khiển và tự động hóa (AUN-QA) - Trang bị kiến thức về khoa học cơ bản và chuyên ngành Tự động hóa; có khả năng thiết kế và thi công, vận hành, sửa chữa, nâng cấp các hệ thống sản xuất tự động trong công nghiệp. 
Cơ hội việc làm: Sinh viên tốt nghiệp có thể vận hành, thiết kế, nâng cấp các hệ thống sản xuất tự động tại các công ty, nhà máy; Giảng dạy, nghiên cứu tại các Viện, các trường Đại học, Cao đẳng, Trung cấp Chuyên nghiệp."
Ngành Công nghệ Chế tạo máy (AUN-QA),"Trang bị kiến thức chuyên sâu trong lĩnh vực cơ khí chế tạo máy như thiết kế, chế tạo, lắp ráp, vận hành, bảo trì các trang thiết bị và hệ thống sản xuất; lập qui trình sản xuất các chi tiết máy, trang thiết bị công nghệ trong ngành cơ khí; chỉ đạo, quản lý và điều hành sản xuất cơ khí. Nắm vững chuyên môn trong các hệ thống – dây chuyền sản xuất tự động.
Cơ hội việc làm: Kỹ sư sản xuất cơ khí, thiết kế - mô phỏng, lập quy trình công nghệ, quản lý sản xuất; vận hành, bảo trì bảo dưỡng; tư vấn, dịch vụ kỹ thuật; giảng dạy, nghiên cứu các lĩnh vực cơ khí, cơ điện tử, tự động hóa, robot, năng lượng.
","Ngành Công nghệ Chế tạo máy (AUN-QA) - Trang bị kiến thức chuyên sâu trong lĩnh vực cơ khí chế tạo máy như thiết kế, chế tạo, lắp ráp, vận hành, bảo trì các trang thiết bị và hệ thống sản xuất; lập qui trình sản xuất các chi tiết máy, trang thiết bị công nghệ trong ngành cơ khí; chỉ đạo, quản lý và điều hành sản xuất cơ khí. Nắm vững chuyên môn trong các hệ thống – dây chuyền sản xuất tự động.
Cơ hội việc làm: Kỹ sư sản xuất cơ khí, thiết kế - mô phỏng, lập quy trình công nghệ, quản lý sản xuất; vận hành, bảo trì bảo dưỡng; tư vấn, dịch vụ kỹ thuật; giảng dạy, nghiên cứu các lĩnh vực cơ khí, cơ điện tử, tự động hóa, robot, năng lượng.
"
Ngành Kỹ thuật Công nghiệp ,"Trang bị kiến thức nền tảng kỹ thuật cốt lõi, kiến thức chuyên sâu trong lĩnh vực Kỹ thuật Công nghiệp, phát triển khả năng hình thành ý tưởng, thiết kế, triển khai và vận hành các hệ thống sản xuất; các kiến thức về quản lý kinh tế 
Cơ hội việc làm: Kỹ sư Kỹ thuật Công nghiệp có kiến thức rộng về nhiều lĩnh vực làm việc tại các công ty, nhà máy, doanh nghiệp sản xuất trong lĩnh vực dịch vụ kỹ thuật liên quan đến lĩnh vực cơ khí chế tạo máy, điện, gỗ, công nghệ kim loại, kinh tế.
","Ngành Kỹ thuật Công nghiệp  - Trang bị kiến thức nền tảng kỹ thuật cốt lõi, kiến thức chuyên sâu trong lĩnh vực Kỹ thuật Công nghiệp, phát triển khả năng hình thành ý tưởng, thiết kế, triển khai và vận hành các hệ thống sản xuất; các kiến thức về quản lý kinh tế 
Cơ hội việc làm: Kỹ sư Kỹ thuật Công nghiệp có kiến thức rộng về nhiều lĩnh vực làm việc tại các công ty, nhà máy, doanh nghiệp sản xuất trong lĩnh vực dịch vụ kỹ thuật liên quan đến lĩnh vực cơ khí chế tạo máy, điện, gỗ, công nghệ kim loại, kinh tế.
"
Ngành Công nghệ Kỹ thuật cơ điện tử (AUN-QA),"Được trang bị những kiến thức đê phát triển khả năng tư duy hệ thống và nắm vững chuyên môn trong các hệ thống – dây chuyền sản xuất tự động, robot; phát triển khả năng hình thành ý tưởng, thiết kế, triển khai và vận hành các hệ thống sản xuất…
Cơ hội việc làm: Kỹ sư Công nghệ Kỹ thuật cơ điện tử làm việc tại các công ty, nhà máy có các thiết bị tự động hóa hoặc các công ty kinh doanh thiết bị tự động hóa công nghiệp với các công việc như bảo trì, bảo dưỡng các thiết bị máy móc, phát triển cải tiến dây chuyền sản xuất, quản lý sản xuất, giám sát sản xuất, xây dựng dự án, tư vấn công nghệ, lĩnh vực dịch vụ kỹ thuật và nghiên cứu có liên quan đến cơ điện tử như robot, tự động hóa, điều khiển.
","Ngành Công nghệ Kỹ thuật cơ điện tử (AUN-QA) - Được trang bị những kiến thức đê phát triển khả năng tư duy hệ thống và nắm vững chuyên môn trong các hệ thống – dây chuyền sản xuất tự động, robot; phát triển khả năng hình thành ý tưởng, thiết kế, triển khai và vận hành các hệ thống sản xuất…
Cơ hội việc làm: Kỹ sư Công nghệ Kỹ thuật cơ điện tử làm việc tại các công ty, nhà máy có các thiết bị tự động hóa hoặc các công ty kinh doanh thiết bị tự động hóa công nghiệp với các công việc như bảo trì, bảo dưỡng các thiết bị máy móc, phát triển cải tiến dây chuyền sản xuất, quản lý sản xuất, giám sát sản xuất, xây dựng dự án, tư vấn công nghệ, lĩnh vực dịch vụ kỹ thuật và nghiên cứu có liên quan đến cơ điện tử như robot, tự động hóa, điều khiển.
"
Ngành Công nghệ Kỹ thuật cơ khí (AUN-QA),"Đào tạo kiến thức về các lĩnh vực liên quan đến nghiên cứu, thiết kế, sản xuất, vận hành và bảo dưỡng các hệ thống cơ khí.Khi học ngành này, các em sẽ được đào tạo chuyên sâu về nghiên cứu, thiết kế, sản xuất sản phẩm bằng các công nghệ tự động, hiện đại như công nghệ CAD/CAE/CAM – CNC và Công nghệ khuôn mẫu. 
Cơ hội việc làm: Làm việc tại các công ty, nhà máy tự động hóa hoặc trong lĩnh vực dịch vụ kỹ thuật và nghiên cứu có liên quan đến cơ khí; chuyên gia phân tích, giải quyết vấn đề và đánh giá các giải pháp, xây dựng kế hoạch, lập dự án phát triển sản xuất, điều hành và chỉ đạo sản xuất.
","Ngành Công nghệ Kỹ thuật cơ khí (AUN-QA) - Đào tạo kiến thức về các lĩnh vực liên quan đến nghiên cứu, thiết kế, sản xuất, vận hành và bảo dưỡng các hệ thống cơ khí.Khi học ngành này, các em sẽ được đào tạo chuyên sâu về nghiên cứu, thiết kế, sản xuất sản phẩm bằng các công nghệ tự động, hiện đại như công nghệ CAD/CAE/CAM – CNC và Công nghệ khuôn mẫu. 
Cơ hội việc làm: Làm việc tại các công ty, nhà máy tự động hóa hoặc trong lĩnh vực dịch vụ kỹ thuật và nghiên cứu có liên quan đến cơ khí; chuyên gia phân tích, giải quyết vấn đề và đánh giá các giải pháp, xây dựng kế hoạch, lập dự án phát triển sản xuất, điều hành và chỉ đạo sản xuất.
"
Ngành Kỹ Nghệ gỗ và nội thất,"Trang bị kiến thức chuyên sâu trong lĩnh vực như: tính toán, thiết kế sản phẩm gỗ và nội thất, lập quy trình sản xuất các loại sản phẩm gỗ; Vận hành, sử dụng, bảo trì bảo dưỡng các máy chế biến gỗ; Gia công các sản phẩm gỗ nội ngoại thất. Bên cạnh đó sinh viên được trang bị các kiến thức nâng cao để thiết kế sản phẩm gỗ nội thất, vận hành và sử dụng máy CNC trong chế biến gỗ.
Cơ hội việc làm: Kỹ sư chế biến gỗ có thể làm việc tại các Công ty, Nhà máy, Xí nghiệp sản xuất công nghiệp Chế biến gỗ với vai trò là kỹ sư thiết kế, lập quy trình công nghệ, cũng như quản lý sản xuất; vận hành, bảo trì bảo dưỡng máy móc thiết bị trong công nghiệp chế biến gỗ; tư vấn, làm dịch vụ kỹ thuật. 
","Ngành Kỹ Nghệ gỗ và nội thất - Trang bị kiến thức chuyên sâu trong lĩnh vực như: tính toán, thiết kế sản phẩm gỗ và nội thất, lập quy trình sản xuất các loại sản phẩm gỗ; Vận hành, sử dụng, bảo trì bảo dưỡng các máy chế biến gỗ; Gia công các sản phẩm gỗ nội ngoại thất. Bên cạnh đó sinh viên được trang bị các kiến thức nâng cao để thiết kế sản phẩm gỗ nội thất, vận hành và sử dụng máy CNC trong chế biến gỗ.
Cơ hội việc làm: Kỹ sư chế biến gỗ có thể làm việc tại các Công ty, Nhà máy, Xí nghiệp sản xuất công nghiệp Chế biến gỗ với vai trò là kỹ sư thiết kế, lập quy trình công nghệ, cũng như quản lý sản xuất; vận hành, bảo trì bảo dưỡng máy móc thiết bị trong công nghiệp chế biến gỗ; tư vấn, làm dịch vụ kỹ thuật. 
"
Ngành Công nghệ Kỹ thuật ô tô (AUN-QA),"Trang bị cho sinh viên các kiến thức chuyên ngành và kỹ năng thực hành về công nghệ, kỹ thuật thiết kế, điều khiển, lắp ráp, bảo trì, sửa chữa ô tô và các thiết bị động lực; các kiến thức về quản lý, dịch vụ ô tô. 
Cơ hội việc làm: Chuyên gia, kỹ sư, cán bộ kỹ thuật, quản lý, kế hoạch, kinh doanh tại các nhà máy sản xuất và lắp ráp ô tô, các doanh nghiệp sửa chữa và kinh doanh ô tô, các thiết bị động lực trong các nhà máy sản xuất, các công ty nghiên cứu, thiết kế và chế tạo các hệ thống điều khiển, thiết bị, phụ tùng ô tô, các trung tâm kiểm định phương tiện cơ giới đường bộ; làm công tác quản lý, hoạch định chính sách về kỹ thuật giao thông tại các đơn vị Nhà nước; nghiên cứu, giảng dạy tại các trường Đại học, Cao đẳng và dạy nghề,... 
","Ngành Công nghệ Kỹ thuật ô tô (AUN-QA) - Trang bị cho sinh viên các kiến thức chuyên ngành và kỹ năng thực hành về công nghệ, kỹ thuật thiết kế, điều khiển, lắp ráp, bảo trì, sửa chữa ô tô và các thiết bị động lực; các kiến thức về quản lý, dịch vụ ô tô. 
Cơ hội việc làm: Chuyên gia, kỹ sư, cán bộ kỹ thuật, quản lý, kế hoạch, kinh doanh tại các nhà máy sản xuất và lắp ráp ô tô, các doanh nghiệp sửa chữa và kinh doanh ô tô, các thiết bị động lực trong các nhà máy sản xuất, các công ty nghiên cứu, thiết kế và chế tạo các hệ thống điều khiển, thiết bị, phụ tùng ô tô, các trung tâm kiểm định phương tiện cơ giới đường bộ; làm công tác quản lý, hoạch định chính sách về kỹ thuật giao thông tại các đơn vị Nhà nước; nghiên cứu, giảng dạy tại các trường Đại học, Cao đẳng và dạy nghề,... 
"
"Ngành Công nghệ Kỹ thuật nhiệt (AUN-QA)
","Được trang bị các kiến thức về Công nghệ Nhiệt – Điện lạnh bao gồm ba mảng lớn: Nóng, lạnh & năng lượng tái tạo, điều hòa không khí, thông gió, cấp nước nóng cho các tòa nhà cao tầng, khách sạn; quá trình làm lạnh, cấp đông, trữ đông và gia nhiệt trong các nhà máy đông lạnh thuỷ hải sản và thực phẩm; quá trình làm lạnh và gia nhiệt trong các nhà máy sản xuất dược phẩm, sữa, bia và nước giải khát, hóa dầu, đường, giấy, cao su, nhà máy nhiệt điện, năng lượng tái tạo.
Cơ hội việc làm: Kỹ sư thiết kế, thi công, kinh doanh, quản lí dự án, dịch vụ của các công ty cơ, nhiệt, điện lạnh và Năng lượng, có thể bổ sung nghiệp vụ sư phạm để tham gia giảng dạy tại các trường Đại học, Cao đẳng và dạy nghề…
","Ngành Công nghệ Kỹ thuật nhiệt (AUN-QA)
 - Được trang bị các kiến thức về Công nghệ Nhiệt – Điện lạnh bao gồm ba mảng lớn: Nóng, lạnh & năng lượng tái tạo, điều hòa không khí, thông gió, cấp nước nóng cho các tòa nhà cao tầng, khách sạn; quá trình làm lạnh, cấp đông, trữ đông và gia nhiệt trong các nhà máy đông lạnh thuỷ hải sản và thực phẩm; quá trình làm lạnh và gia nhiệt trong các nhà máy sản xuất dược phẩm, sữa, bia và nước giải khát, hóa dầu, đường, giấy, cao su, nhà máy nhiệt điện, năng lượng tái tạo.
Cơ hội việc làm: Kỹ sư thiết kế, thi công, kinh doanh, quản lí dự án, dịch vụ của các công ty cơ, nhiệt, điện lạnh và Năng lượng, có thể bổ sung nghiệp vụ sư phạm để tham gia giảng dạy tại các trường Đại học, Cao đẳng và dạy nghề…
"
"Ngành Công nghệ May (AUN-QA)
","Trang bị kiến thức về công nghệ, quản lý sản xuất, marketing lĩnh vực may mặc, thiết kế, phát triển các sản phẩm may; quản lý, điều hành sản xuất; xây dựng qui trình làm việc và hợp lý hóa sản xuất may; thiết kế cải tiến điều kiện nhà xưởng và các trang thiết bị góp phần nâng cao năng suất và chất lượng sản phẩm may.
Cơ hội việc làm: Chuyên gia, cán bộ kỹ thuật trong các doanh nghiệp may & thời trang; các Công ty tư vấn, thiết kế, tiếp thị, văn phòng đại diện Công ty may & thời trang; các Công ty dệt, da giày, túi xách, trang thiết bị và dịch vụ ngành may; các trường chuyên may mặc và thời trang.
","Ngành Công nghệ May (AUN-QA)
 - Trang bị kiến thức về công nghệ, quản lý sản xuất, marketing lĩnh vực may mặc, thiết kế, phát triển các sản phẩm may; quản lý, điều hành sản xuất; xây dựng qui trình làm việc và hợp lý hóa sản xuất may; thiết kế cải tiến điều kiện nhà xưởng và các trang thiết bị góp phần nâng cao năng suất và chất lượng sản phẩm may.
Cơ hội việc làm: Chuyên gia, cán bộ kỹ thuật trong các doanh nghiệp may & thời trang; các Công ty tư vấn, thiết kế, tiếp thị, văn phòng đại diện Công ty may & thời trang; các Công ty dệt, da giày, túi xách, trang thiết bị và dịch vụ ngành may; các trường chuyên may mặc và thời trang.
"
"Ngành Thiết kế Thời trang
","Đào tạo, trang bị các kiến thức nhằm phát huy năng lực thiết kế và  thực hiện hoàn tất các mẫu của bộ sưu tập thông qua hệ thống môn học như: Xử lý chất liệu, Phác thảo, Dựng hình, Thiết kế rập phẳng; Thiết kế trên mannequin và Kỹ thuật cắt may.
Cơ hội việc làm: Nhà tạo mẫu, thiết kế phát triển bộ sưu tập thời trang; tổ chức quản lý và điều hành các cửa hàng thời trang, phòng thiết kế các doanh nghiệp may & thời trang; phòng marketing các công ty tư vấn, thiết kế và tiếp thị hàng may mặc & thời trang; phòng thiết kế các công ty giày, nón; túi xách và phụ kiện thời trang; Tòa soạn báo & tạp chí, công ty thiết kế, in ấn.
","Ngành Thiết kế Thời trang
 - Đào tạo, trang bị các kiến thức nhằm phát huy năng lực thiết kế và  thực hiện hoàn tất các mẫu của bộ sưu tập thông qua hệ thống môn học như: Xử lý chất liệu, Phác thảo, Dựng hình, Thiết kế rập phẳng; Thiết kế trên mannequin và Kỹ thuật cắt may.
Cơ hội việc làm: Nhà tạo mẫu, thiết kế phát triển bộ sưu tập thời trang; tổ chức quản lý và điều hành các cửa hàng thời trang, phòng thiết kế các doanh nghiệp may & thời trang; phòng marketing các công ty tư vấn, thiết kế và tiếp thị hàng may mặc & thời trang; phòng thiết kế các công ty giày, nón; túi xách và phụ kiện thời trang; Tòa soạn báo & tạp chí, công ty thiết kế, in ấn.
"
"Ngành Công nghệ Kỹ thuật môi trường (AUN-QA)
","Trang bị các kiến thức nền tảng và chuyên sâu về Công nghệ xử lý chất thải, các hệ thống quản lý chất lượng môi trường, các kiến thức về thiết kế và vận hành hệ thống xử lý, sử dụng, bảo trì các thiết bị, dụng cụ đo kiểm soát môi trường, quản lý, xây dựng, tư vấn, thẩm định các dự án về môi trường.
Cơ hội việc làm: Kỹ sư Công nghệ Kỹ thuật môi trường làm việc tại các Nhà máy xử lý chất thải: Thiết kế, giám sát và vận hành hệ thống xử lý chất thải; Trung tâm quan trắc môi trường: Quan trắc và phân tích các chỉ tiêu môi trường; Công ty tư vấn về môi trường; Các nhà máy có hệ thống quản lý môi trường và an toàn lao động; giảng dạy, nghiên cứu về lĩnh vực môi trường.
","Ngành Công nghệ Kỹ thuật môi trường (AUN-QA)
 - Trang bị các kiến thức nền tảng và chuyên sâu về Công nghệ xử lý chất thải, các hệ thống quản lý chất lượng môi trường, các kiến thức về thiết kế và vận hành hệ thống xử lý, sử dụng, bảo trì các thiết bị, dụng cụ đo kiểm soát môi trường, quản lý, xây dựng, tư vấn, thẩm định các dự án về môi trường.
Cơ hội việc làm: Kỹ sư Công nghệ Kỹ thuật môi trường làm việc tại các Nhà máy xử lý chất thải: Thiết kế, giám sát và vận hành hệ thống xử lý chất thải; Trung tâm quan trắc môi trường: Quan trắc và phân tích các chỉ tiêu môi trường; Công ty tư vấn về môi trường; Các nhà máy có hệ thống quản lý môi trường và an toàn lao động; giảng dạy, nghiên cứu về lĩnh vực môi trường.
"
Ngành Công nghệ thực phẩm (AUN-QA),"Đào tạo chuyên sâu các kiến thức về công nghệ chế biến các sản phẩm thực phẩm, Công nghệ sinh học, Công nghệ lên men, Kiểm định và Quản lý chất lượng thực phẩm, phân tích, giải quyết và đề xuất các giải pháp, thiết kế, xây dựng và quản lý các hệ thống liên quan đến lĩnh vực công nghệ thực phẩm. 
Cơ hội việc làm: Các nhà máy/công ty chế biến thực phẩm: quản lý và vận hành dây chuyền sản xuất; quản lý và thực hiện việc kiểm nghiệm; quản lý các hệ thống đảm bảo vệ sinh an toàn thực phẩm; giảng dạy, nghiên cứu, đo lường và giám sát về chất lượng và vệ sinh an toàn thực phẩm: chuyên viên kiểm tra và đo lường, giám sát viên; Các công ty kinh doanh phụ gia, chất hỗ trợ kỹ thuật, thiết bị ngành công nghệ thực phẩm: phụ trách hỗ trợ kỹ thuật, phụ trách bán hàng.
","Ngành Công nghệ thực phẩm (AUN-QA) - Đào tạo chuyên sâu các kiến thức về công nghệ chế biến các sản phẩm thực phẩm, Công nghệ sinh học, Công nghệ lên men, Kiểm định và Quản lý chất lượng thực phẩm, phân tích, giải quyết và đề xuất các giải pháp, thiết kế, xây dựng và quản lý các hệ thống liên quan đến lĩnh vực công nghệ thực phẩm. 
Cơ hội việc làm: Các nhà máy/công ty chế biến thực phẩm: quản lý và vận hành dây chuyền sản xuất; quản lý và thực hiện việc kiểm nghiệm; quản lý các hệ thống đảm bảo vệ sinh an toàn thực phẩm; giảng dạy, nghiên cứu, đo lường và giám sát về chất lượng và vệ sinh an toàn thực phẩm: chuyên viên kiểm tra và đo lường, giám sát viên; Các công ty kinh doanh phụ gia, chất hỗ trợ kỹ thuật, thiết bị ngành công nghệ thực phẩm: phụ trách hỗ trợ kỹ thuật, phụ trách bán hàng.
"
Ngành Công nghệ kỹ thuật hóa học (AUN-QA),"Trang bị những kiến thức chuyên sâu về chuyên ngành Công nghệ Kỹ thuật hóa học; về quá trình sản xuất và các mối quan hệ kỹ thuật – công nghệ và thiết bị, kiến thức về tổ chức sản xuất và áp dụng triển khai các công nghệ mới, các qui trình công nghệ vào điều kiện sản xuất thực tế tại các cơ sở sản xuất thuộc lĩnh vực Công nghệ Kỹ thuật hóa học.
Cơ hội việc làm: Các công ty sản xuất hóa chất, hàng tiêu dùng, các sản phẩm công nghiệp;  Các trường Đại học, các viện nghiên cứu; Các công ty chuyên cung cấp phụ gia, hóa chất, hương liệu…, các công ty chuyên cung cấp máy móc, thiết bị dùng trong ngành công nghệ hóa học; Các công ty tư vấn thiết kế về quy trình công nghệ; Các công ty thực phẩm- dược phẩm; Công ty sản xuất sản phẩm ngành hóa, hàng tiêu dùng.","Ngành Công nghệ kỹ thuật hóa học (AUN-QA) - Trang bị những kiến thức chuyên sâu về chuyên ngành Công nghệ Kỹ thuật hóa học; về quá trình sản xuất và các mối quan hệ kỹ thuật – công nghệ và thiết bị, kiến thức về tổ chức sản xuất và áp dụng triển khai các công nghệ mới, các qui trình công nghệ vào điều kiện sản xuất thực tế tại các cơ sở sản xuất thuộc lĩnh vực Công nghệ Kỹ thuật hóa học.
Cơ hội việc làm: Các công ty sản xuất hóa chất, hàng tiêu dùng, các sản phẩm công nghiệp;  Các trường Đại học, các viện nghiên cứu; Các công ty chuyên cung cấp phụ gia, hóa chất, hương liệu…, các công ty chuyên cung cấp máy móc, thiết bị dùng trong ngành công nghệ hóa học; Các công ty tư vấn thiết kế về quy trình công nghệ; Các công ty thực phẩm- dược phẩm; Công ty sản xuất sản phẩm ngành hóa, hàng tiêu dùng."
Ngành Quản lý công nghiệp (AUN-QA),"Trang bị những kiến thức tổng quát và chuyên sâu về các lĩnh vực liên quan đến quản lý công nghiệp, quản trị kinh doanh; phân tích, giải quyết các vấn đề về sản xuất kinh doanh; quản trị sản xuất, quản trị chất lượng, quản trị công nghệ, quản trị dự án công nghiệp, quản trị chiến lược; các môn liên quan đến thương mại: quản trị marketing, quản trị ngoại thương, quản trị bán hàng, Anh văn thương mại, thương mại điện tử, hệ thống thông tin quản lý, quản trị tài chính… 
Cơ hội việc làm: Chuyên viên tại các phòng sản xuất, kinh doanh, marketing, nhân sự, kế hoạch ở tất cả các loại hình công ty với vai trò là người thực hiện trực tiếp hoặc điều hành và quản lý.
","Ngành Quản lý công nghiệp (AUN-QA) - Trang bị những kiến thức tổng quát và chuyên sâu về các lĩnh vực liên quan đến quản lý công nghiệp, quản trị kinh doanh; phân tích, giải quyết các vấn đề về sản xuất kinh doanh; quản trị sản xuất, quản trị chất lượng, quản trị công nghệ, quản trị dự án công nghiệp, quản trị chiến lược; các môn liên quan đến thương mại: quản trị marketing, quản trị ngoại thương, quản trị bán hàng, Anh văn thương mại, thương mại điện tử, hệ thống thông tin quản lý, quản trị tài chính… 
Cơ hội việc làm: Chuyên viên tại các phòng sản xuất, kinh doanh, marketing, nhân sự, kế hoạch ở tất cả các loại hình công ty với vai trò là người thực hiện trực tiếp hoặc điều hành và quản lý.
"
Ngành Kế toán (AUN-QA),"Đào tạo kiến thức kinh tế cơ bản, kiến thức cơ sở và chuyên ngành về kế toán - tài chính, kiến thức tổng quát và chuyên sâu về các lĩnh vực liên quan đến kế toán, tài chính, thuế, kiểm toán, ngân hàng; có khả năng lập các sổ sách và báo cáo kế toán, thuế; có khả năng phân tích, giải quyết các vấn đề về kế toán, tài chính, thuế, kiểm toán, ngân hàng. 
Cơ hội việc làm: Nhân viên kế toán ở tất cả các loại hình công ty kinh doanh trong tất cả các lĩnh vực, trợ lý kiểm toán tại các công ty kiểm toán, làm việc tại các phòng kinh doanh, phòng tín dụng, phòng tài chính ở ngân hàng với vị trí nhân viên hoặc quản lý. ","Ngành Kế toán (AUN-QA) - Đào tạo kiến thức kinh tế cơ bản, kiến thức cơ sở và chuyên ngành về kế toán - tài chính, kiến thức tổng quát và chuyên sâu về các lĩnh vực liên quan đến kế toán, tài chính, thuế, kiểm toán, ngân hàng; có khả năng lập các sổ sách và báo cáo kế toán, thuế; có khả năng phân tích, giải quyết các vấn đề về kế toán, tài chính, thuế, kiểm toán, ngân hàng. 
Cơ hội việc làm: Nhân viên kế toán ở tất cả các loại hình công ty kinh doanh trong tất cả các lĩnh vực, trợ lý kiểm toán tại các công ty kiểm toán, làm việc tại các phòng kinh doanh, phòng tín dụng, phòng tài chính ở ngân hàng với vị trí nhân viên hoặc quản lý. "
Ngành Logistic và Quản lý chuỗi cung ứng,"Trang bị các kiến thức kinh tế cơ bản, kiến thức cơ sở và chuyên ngành về Logistics và quản lý chuỗi cung ứng, giúp người học có khả năng phân tích, đánh giá các nghiệp vụ kinh tế, các hoạt động kinh tế trong lĩnh vực Logistics và quản lý chuỗi cung ứng, ứng dụng các phần mềm phục vụ hoạt động Logistics và quản lý chuỗi cung ứng và tổ chức bộ máy kinh doanh dịch vụ Logistics cho doanh nghiệp, kỹ năng giao tiếp trong môi trường kinh doanh; kỹ năng làm việc nhóm và quản lý nhóm hiệu quả; phong cách làm việc chuyên nghiệp, có đạo đức trách nhiệm nghề nghiệp đáp ứng yêu cầu phát triển nghề nghiệp và xã hội.
Cơ hội việc làm: Đảm nhiệm công việc tại các công ty kinh doanh dịch vụ Logistics hoặc làm việc tại bộ phận Logistics của các doanh nghiệp, quản lý vận chuyển, quản lý kho bãi, đặc biệt là các doanh nghiệp sản xuất và kinh doanh thương mại ở các lĩnh vực với vị trí nhân viên hoặc quản lý.","Ngành Logistic và Quản lý chuỗi cung ứng - Trang bị các kiến thức kinh tế cơ bản, kiến thức cơ sở và chuyên ngành về Logistics và quản lý chuỗi cung ứng, giúp người học có khả năng phân tích, đánh giá các nghiệp vụ kinh tế, các hoạt động kinh tế trong lĩnh vực Logistics và quản lý chuỗi cung ứng, ứng dụng các phần mềm phục vụ hoạt động Logistics và quản lý chuỗi cung ứng và tổ chức bộ máy kinh doanh dịch vụ Logistics cho doanh nghiệp, kỹ năng giao tiếp trong môi trường kinh doanh; kỹ năng làm việc nhóm và quản lý nhóm hiệu quả; phong cách làm việc chuyên nghiệp, có đạo đức trách nhiệm nghề nghiệp đáp ứng yêu cầu phát triển nghề nghiệp và xã hội.
Cơ hội việc làm: Đảm nhiệm công việc tại các công ty kinh doanh dịch vụ Logistics hoặc làm việc tại bộ phận Logistics của các doanh nghiệp, quản lý vận chuyển, quản lý kho bãi, đặc biệt là các doanh nghiệp sản xuất và kinh doanh thương mại ở các lĩnh vực với vị trí nhân viên hoặc quản lý."
